barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(25)}), frozenset({34, 37, 41, 10, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 23, 25, 26}), frozenset({34, 36, 37, 10, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 22, 23, 25}), frozenset({34, 35, 37, 10, 12, 45, 18, 22, 25})]",6,"[[np.int64(36), 23], [41, 26], [26, 36], [36, 22], [23, 35]]","[[15, 17, 19], [15, 19, 17], [21, 19, 15], [15, 19, 21], [17, 19, 15], [17, 17, 21]]","[{17}, {17, 26, 35}, {35}, {17}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25), np.int64(30)}), frozenset({32, 34, 37, 40, 10, 45, 14, 15, 25}), frozenset({32, 34, 37, 10, 45, 14, 15, 20, 25}), frozenset({32, 34, 35, 37, 10, 45, 14, 15, 25}), frozenset({32, 34, 37, 10, 45, 14, 15, 23, 25}), frozenset({34, 36, 37, 10, 45, 14, 15, 23, 25})]",6,"[[np.int64(30), 32], [40, 20], [20, 35], [35, 23], [32, 36]]","[[17, 15, 19], [19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 17, 21]]","[{16}, {16, 24, 36}, {36}, {16}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(45), np.int64(14), np.int64(15), np.int64(20), np.int64(25)}), frozenset({34, 37, 10, 42, 44, 45, 14, 15, 25}), frozenset({34, 37, 10, 44, 45, 14, 15, 25, 27}), frozenset({34, 37, 10, 45, 14, 15, 24, 25, 27}), frozenset({34, 35, 37, 10, 45, 14, 15, 25, 27}), frozenset({34, 37, 10, 45, 14, 15, 25, 27, 28}), frozenset({34, 36, 37, 10, 45, 14, 15, 25, 28})]",7,"[[np.int64(20), 44], [42, 27], [44, 24], [24, 35], [35, 28], [27, 36]]","[[17, 21, 17], [17, 15, 19], [19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 17, 21]]","[{26}, {16, 24, 26}, {16, 24, 36}, {36}, {16}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(41), np.int64(10), np.int64(15), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 7, 41, 10, 44, 15, 18, 25}), frozenset({34, 37, 41, 10, 44, 15, 17, 18, 25}), frozenset({34, 37, 41, 10, 44, 15, 18, 20, 25}), frozenset({34, 37, 41, 10, 11, 44, 15, 18, 25}), frozenset({34, 37, 41, 10, 11, 15, 18, 24, 25})]",6,"[[np.int64(19), 44], [7, 17], [17, 20], [20, 11], [44, 24]]","[[15, 19, 17], [15, 17, 19], [21, 15, 19], [15, 21, 19], [17, 15, 19], [17, 21, 17]]","[{17, 26, 35}, {24, 17, 26}, {24}, {26}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(21), np.int64(28), np.int64(29)}), frozenset({32, 34, 8, 41, 12, 21, 25, 28, 29}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28}), frozenset({32, 34, 39, 8, 41, 12, 17, 21, 25}), frozenset({32, 34, 36, 39, 8, 41, 12, 21, 25}), frozenset({32, 34, 39, 8, 41, 12, 16, 21, 25})]",6,"[[np.int64(36), 25], [29, 17], [28, 39], [17, 36], [36, 16]]","[[17, 17, 23], [17, 21, 15], [19, 17, 15], [19, 15, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {35}, {24}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(46), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 10, 46, 18, 20, 25, 28}), frozenset({37, 7, 40, 10, 18, 20, 22, 25, 28}), frozenset({36, 37, 7, 40, 10, 18, 20, 25, 28}), frozenset({37, 7, 40, 10, 18, 20, 25, 26, 28}), frozenset({35, 37, 7, 40, 10, 18, 20, 26, 28})]",6,"[[np.int64(21), 10], [46, 22], [22, 36], [36, 26], [25, 35]]","[[23, 17, 17], [15, 19, 17], [17, 19, 15], [15, 19, 21], [23, 19, 15], [17, 19, 23]]","[{29}, {17, 26, 29}, {17, 36, 29}, {17}, {29}, {17}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(42), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 42, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31})]",6,"[[np.int64(17), 15], [42, 27], [15, 30], [30, 31], [27, 42]]","[[23, 17, 17], [15, 19, 17], [17, 19, 15], [17, 17, 23], [21, 17, 15], [15, 17, 21]]","[{29}, {26}, {36}, {13}, {29}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(20), np.int64(25), np.int64(27)}), frozenset({34, 35, 37, 10, 45, 14, 15, 25, 27}), frozenset({34, 37, 10, 45, 14, 15, 25, 27, 28}), frozenset({34, 37, 39, 10, 45, 14, 15, 25, 27}), frozenset({34, 37, 39, 10, 45, 14, 15, 46, 25}), frozenset({34, 37, 10, 45, 14, 15, 46, 24, 25})]",6,"[[np.int64(20), 35], [35, 28], [28, 39], [27, 46], [39, 24]]","[[19, 21, 15], [19, 15, 21], [19, 17, 15], [19, 15, 17], [17, 15, 19], [17, 21, 17]]","[{36}, {16}, {16, 35, 36}, {16, 24, 36}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(25), np.int64(27), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 42, 14, 20, 25, 28, 31}), frozenset({37, 7, 40, 42, 14, 20, 21, 25, 28}), frozenset({37, 7, 40, 42, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30})]",6,"[[np.int64(27), 42], [31, 21], [21, 15], [42, 27], [15, 30]]","[[21, 17, 15], [15, 17, 21], [23, 17, 17], [15, 19, 17], [17, 19, 15], [17, 17, 23]]","[{29}, {13}, {29}, {26}, {36}, {13}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(16), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 40, 46, 14, 16, 20, 25, 28}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28}), frozenset({37, 7, 40, 14, 46, 20, 25, 28, 31}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({35, 37, 7, 40, 14, 20, 27, 28, 31})]",6,"[[np.int64(32), 46], [16, 17], [17, 31], [46, 27], [25, 35]]","[[17, 19, 15], [15, 19, 17], [23, 17, 17], [15, 17, 21], [21, 17, 15], [17, 17, 23]]","[{36}, {26}, {29}, {13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(12), np.int64(21), np.int64(25), np.int64(28), np.int64(29)}), frozenset({32, 34, 36, 8, 41, 12, 21, 25, 28}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28}), frozenset({32, 34, 39, 8, 41, 12, 17, 21, 25}), frozenset({32, 34, 36, 39, 8, 41, 12, 21, 25}), frozenset({32, 34, 39, 8, 41, 12, 16, 21, 25})]",6,"[[np.int64(29), 36], [36, 17], [28, 39], [17, 36], [36, 16]]","[[17, 21, 15], [17, 17, 23], [19, 17, 15], [19, 15, 17], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {35}, {24}, {13}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(44), np.int64(14), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 41, 10, 44, 15, 18, 20, 25}), frozenset({34, 37, 41, 10, 44, 15, 17, 18, 25}), frozenset({34, 37, 7, 41, 10, 44, 15, 18, 25}), frozenset({34, 37, 7, 41, 10, 15, 18, 23, 25}), frozenset({34, 37, 41, 10, 15, 18, 21, 23, 25})]",6,"[[np.int64(14), 20], [20, 17], [17, 7], [44, 23], [7, 21]]","[[17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [15, 19, 17], [21, 17, 17]]","[{16, 24, 26}, {26}, {24}, {24, 17, 26}, {17, 26, 35}, {35}]"
"[frozenset({np.int64(8), np.int64(42), np.int64(10), np.int64(44), np.int64(15), np.int64(22), np.int64(24), np.int64(25), np.int64(30)}), frozenset({34, 8, 10, 42, 44, 15, 22, 25, 30}), frozenset({34, 10, 42, 12, 44, 15, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 17, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 16, 22, 25, 30}), frozenset({34, 10, 42, 44, 15, 16, 22, 26, 30})]",6,"[[np.int64(24), 34], [8, 12], [12, 17], [17, 16], [25, 26]]","[[17, 23, 17], [17, 15, 19], [15, 17, 19], [21, 15, 19], [15, 23, 19], [23, 17, 19]]","[{31}, {16, 24, 31}, {24, 17, 31}, {24}, {31}, {24}]"
"[frozenset({np.int64(36), np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28})]",6,"[[np.int64(36), 27], [31, 30], [30, 15], [27, 46], [15, 17]]","[[15, 17, 21], [21, 17, 15], [17, 17, 23], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{13}, {29}, {13}, {36}, {26}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(45), np.int64(15), np.int64(16), np.int64(22), np.int64(25)}), frozenset({34, 37, 40, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 20, 22, 25}), frozenset({34, 35, 37, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 22, 25, 28}), frozenset({34, 37, 7, 10, 45, 15, 22, 25, 28}), frozenset({34, 35, 37, 7, 10, 45, 15, 22, 25})]",7,"[[np.int64(16), 11], [40, 20], [20, 35], [35, 28], [11, 7], [28, 35]]","[[17, 21, 17], [19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 19, 15], [17, 17, 21]]","[{36}, {16, 24, 36}, {36}, {16}, {16, 35, 36}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(8), np.int64(41), np.int64(12), np.int64(16), np.int64(21), np.int64(25)}), frozenset({32, 34, 39, 8, 41, 12, 21, 25, 26}), frozenset({32, 34, 39, 8, 41, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 29}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 30}), frozenset({32, 34, 8, 41, 12, 17, 21, 23, 25})]",6,"[[np.int64(16), 26], [26, 29], [39, 23], [29, 30], [30, 17]]","[[17, 23, 17], [19, 15, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23], [19, 17, 15]]","[{31}, {24}, {13}, {31}, {13}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(14), np.int64(15), np.int64(18), np.int64(21), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 14, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",6,"[[np.int64(21), 42], [14, 20], [20, 17], [17, 7], [42, 21]]","[[19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(25)}), frozenset({32, 34, 37, 8, 40, 10, 15, 18, 25}), frozenset({34, 37, 40, 8, 10, 42, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",7,"[[np.int64(16), 8], [32, 42], [8, 20], [20, 17], [17, 7], [42, 21]]","[[17, 21, 17], [19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{36}, {16, 24, 36}, {16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 14, 46, 20, 25, 28, 30}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28})]",6,"[[np.int64(17), 30], [30, 15], [27, 46], [15, 30], [30, 17]]","[[21, 17, 15], [17, 17, 23], [17, 19, 15], [15, 19, 17], [15, 17, 21], [23, 17, 17]]","[{29}, {13}, {36}, {26}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 40, 10, 42, 14, 15, 18, 25}), frozenset({34, 37, 40, 10, 42, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 42, 15, 17, 18, 25}), frozenset({34, 37, 7, 40, 42, 10, 15, 18, 25}), frozenset({34, 37, 7, 40, 10, 15, 18, 21, 25})]",6,"[[np.int64(13), 42], [14, 20], [20, 17], [17, 7], [42, 21]]","[[19, 15, 17], [17, 15, 19], [15, 21, 19], [21, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16, 24, 26}, {26}, {24}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(42), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(30)}), frozenset({34, 37, 10, 42, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 23, 25, 26}), frozenset({34, 36, 37, 10, 12, 45, 18, 23, 25}), frozenset({34, 37, 10, 12, 45, 18, 22, 23, 25}), frozenset({34, 35, 37, 10, 12, 45, 18, 22, 25})]",6,"[[np.int64(30), 23], [42, 26], [26, 36], [36, 22], [23, 35]]","[[15, 17, 19], [15, 19, 17], [21, 19, 15], [15, 19, 21], [17, 19, 15], [17, 17, 21]]","[{17}, {17, 26, 35}, {35}, {17}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(21), np.int64(23), np.int64(29)}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 16, 21, 25}), frozenset({32, 34, 8, 41, 12, 44, 17, 21, 25}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28})]",6,"[[np.int64(36), 25], [23, 44], [29, 16], [16, 17], [44, 28]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17], [19, 15, 17], [19, 17, 15]]","[{13}, {31}, {13}, {31}, {24}, {35}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(41), np.int64(11), np.int64(15), np.int64(16), np.int64(21), np.int64(25)}), frozenset({32, 34, 39, 41, 10, 11, 15, 21, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 23, 25}), frozenset({32, 34, 41, 10, 11, 15, 21, 25, 30}), frozenset({32, 34, 41, 10, 11, 15, 21, 24, 25}), frozenset({32, 34, 36, 41, 10, 11, 15, 21, 24})]",6,"[[np.int64(16), 10], [39, 23], [23, 30], [30, 24], [25, 36]]","[[17, 23, 17], [19, 15, 17], [19, 17, 15], [19, 15, 21], [19, 23, 15], [19, 17, 23]]","[{31}, {16, 24, 31}, {16, 35, 31}, {16}, {31}, {16}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(14), np.int64(20), np.int64(25), np.int64(27), np.int64(28), np.int64(30)}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28}), frozenset({37, 7, 40, 14, 46, 20, 25, 28, 31}), frozenset({37, 7, 40, 14, 20, 21, 25, 28, 31})]",6,"[[np.int64(30), 15], [27, 46], [15, 17], [17, 31], [46, 21]]","[[17, 17, 23], [17, 19, 15], [15, 19, 17], [23, 17, 17], [15, 17, 21], [21, 17, 15]]","[{13}, {36}, {26}, {29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(11), np.int64(44), np.int64(45), np.int64(15), np.int64(22), np.int64(25)}), frozenset({34, 37, 10, 11, 45, 15, 20, 22, 25}), frozenset({34, 35, 37, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 22, 25, 28}), frozenset({34, 37, 7, 10, 45, 15, 22, 25, 28}), frozenset({34, 35, 37, 7, 10, 45, 15, 22, 25})]",6,"[[np.int64(44), 20], [20, 35], [35, 28], [11, 7], [28, 35]]","[[19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 19, 15], [17, 17, 21]]","[{16, 24, 36}, {36}, {16}, {16, 35, 36}, {17, 35, 36}, {17}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(10), np.int64(19), np.int64(20), np.int64(22), np.int64(25), np.int64(30)}), frozenset({35, 39, 8, 10, 42, 19, 22, 25, 30}), frozenset({35, 39, 9, 10, 42, 19, 22, 25, 30}), frozenset({39, 9, 42, 10, 19, 21, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30}), frozenset({39, 10, 42, 13, 19, 21, 22, 25, 30})]",6,"[[np.int64(20), 35], [8, 9], [35, 21], [21, 13], [9, 21]]","[[17, 23, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17], [15, 21, 17], [21, 15, 17]]","[{31}, {16}, {17}, {29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(7), np.int64(45), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(30)}), frozenset({32, 34, 37, 7, 45, 14, 20, 25, 28}), frozenset({34, 37, 7, 41, 45, 14, 20, 25, 28}), frozenset({34, 37, 7, 45, 14, 20, 25, 26, 28}), frozenset({34, 36, 37, 7, 45, 14, 20, 25, 28}), frozenset({34, 36, 37, 7, 45, 14, 17, 20, 28})]",6,"[[np.int64(30), 34], [32, 41], [41, 26], [26, 36], [25, 17]]","[[17, 17, 23], [17, 19, 15], [15, 19, 17], [21, 19, 15], [15, 19, 23], [23, 19, 17]]","[{13}, {35, 36, 13}, {26, 35, 13}, {35}, {13}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(46), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 40, 10, 46, 15, 18, 21, 25}), frozenset({34, 37, 40, 10, 46, 15, 18, 20, 25}), frozenset({34, 37, 40, 10, 11, 46, 15, 18, 25}), frozenset({32, 34, 37, 40, 10, 11, 15, 18, 25}), frozenset({32, 34, 37, 40, 10, 15, 18, 20, 25})]",6,"[[np.int64(12), 21], [21, 20], [20, 11], [46, 32], [11, 20]]","[[15, 17, 19], [21, 15, 19], [15, 21, 19], [17, 15, 19], [19, 15, 17], [17, 21, 17]]","[{24, 17, 26}, {24}, {26}, {16, 24, 26}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 39, 41, 10, 12, 15, 18, 25}), frozenset({34, 37, 39, 41, 10, 15, 18, 21, 25}), frozenset({34, 37, 39, 41, 10, 15, 16, 18, 25}), frozenset({34, 37, 39, 8, 41, 10, 15, 18, 25}), frozenset({34, 37, 8, 41, 10, 15, 18, 24, 25})]",6,"[[np.int64(19), 39], [12, 21], [21, 16], [16, 8], [39, 24]]","[[15, 19, 17], [15, 17, 19], [21, 15, 19], [15, 21, 19], [17, 15, 19], [17, 21, 17]]","[{17, 26, 35}, {24, 17, 26}, {24}, {26}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(41), np.int64(10), np.int64(13), np.int64(15), np.int64(18), np.int64(25)}), frozenset({34, 37, 7, 41, 10, 44, 15, 18, 25}), frozenset({34, 37, 41, 10, 44, 15, 17, 18, 25}), frozenset({34, 37, 41, 10, 44, 15, 18, 20, 25}), frozenset({34, 37, 41, 10, 11, 44, 15, 18, 25}), frozenset({34, 37, 41, 10, 11, 15, 18, 24, 25})]",6,"[[np.int64(13), 44], [7, 17], [17, 20], [20, 11], [44, 24]]","[[15, 19, 17], [15, 17, 19], [21, 15, 19], [15, 21, 19], [17, 15, 19], [17, 21, 17]]","[{26}, {24, 17, 26}, {24}, {26}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(36), np.int64(8), np.int64(41), np.int64(12), np.int64(21), np.int64(23), np.int64(25)}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 44, 12, 16, 21, 25}), frozenset({32, 34, 8, 41, 12, 44, 17, 21, 25}), frozenset({32, 34, 8, 41, 12, 17, 21, 25, 28})]",6,"[[np.int64(36), 29], [23, 44], [29, 16], [16, 17], [44, 28]]","[[17, 17, 23], [17, 21, 15], [17, 15, 21], [17, 23, 17], [19, 15, 17], [19, 17, 15]]","[{13}, {31}, {13}, {31}, {24}, {35}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(15), np.int64(16), np.int64(22), np.int64(25), np.int64(28)}), frozenset({34, 37, 10, 11, 45, 15, 22, 25, 28}), frozenset({34, 35, 37, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 10, 11, 45, 15, 20, 22, 25}), frozenset({34, 37, 40, 10, 11, 45, 15, 22, 25}), frozenset({34, 37, 40, 10, 45, 15, 16, 22, 25})]",6,"[[np.int64(16), 11], [28, 35], [35, 20], [20, 40], [11, 16]]","[[17, 19, 15], [19, 17, 15], [19, 15, 21], [19, 21, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {16, 35, 36}, {16}, {36}, {16, 24, 36}, {36}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(10), np.int64(46), np.int64(18), np.int64(19), np.int64(21), np.int64(25), np.int64(30)}), frozenset({37, 39, 7, 10, 46, 18, 19, 25, 30}), frozenset({37, 39, 10, 14, 46, 18, 19, 25, 30}), frozenset({37, 39, 10, 46, 18, 19, 20, 25, 30}), frozenset({37, 39, 10, 46, 17, 18, 19, 25, 30}), frozenset({37, 39, 10, 46, 17, 18, 19, 24, 30})]",6,"[[np.int64(21), 37], [7, 14], [14, 20], [20, 17], [25, 24]]","[[23, 17, 17], [15, 17, 19], [17, 15, 19], [15, 21, 19], [23, 15, 19], [17, 23, 19]]","[{29}, {17, 26, 29}, {16, 26, 29}, {26}, {29}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(7), np.int64(41), np.int64(10), np.int64(45), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 26}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 30}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 30})]",6,"[[np.int64(41), 26], [26, 30], [30, 27], [7, 14], [27, 30]]","[[15, 19, 17], [21, 19, 15], [15, 19, 21], [17, 19, 15], [19, 17, 15], [17, 17, 21]]","[{17, 26, 35}, {35}, {17}, {17, 35, 36}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(12), np.int64(18), np.int64(21), np.int64(25), np.int64(28)}), frozenset({32, 34, 8, 41, 44, 12, 18, 21, 25}), frozenset({32, 34, 8, 41, 44, 12, 16, 21, 25}), frozenset({32, 34, 8, 41, 44, 12, 21, 25, 29}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 29}), frozenset({32, 34, 8, 41, 12, 21, 23, 25, 30})]",6,"[[np.int64(28), 44], [18, 16], [16, 29], [44, 23], [29, 30]]","[[19, 17, 15], [19, 15, 17], [17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{35}, {24}, {31}, {13}, {31}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(46), np.int64(14), np.int64(20), np.int64(25), np.int64(28), np.int64(31)}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 31}), frozenset({37, 7, 40, 14, 20, 25, 27, 28, 30}), frozenset({37, 7, 40, 14, 15, 20, 25, 27, 28}), frozenset({37, 7, 40, 46, 14, 15, 20, 25, 28}), frozenset({37, 7, 40, 46, 14, 17, 20, 25, 28})]",6,"[[np.int64(46), 27], [31, 30], [30, 15], [27, 46], [15, 17]]","[[15, 17, 21], [21, 17, 15], [17, 17, 23], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{13}, {29}, {13}, {36}, {26}, {29}]"
"[frozenset({np.int64(39), np.int64(10), np.int64(11), np.int64(42), np.int64(13), np.int64(19), np.int64(22), np.int64(24), np.int64(30)}), frozenset({39, 10, 11, 42, 13, 19, 22, 25, 30}), frozenset({39, 10, 11, 42, 45, 19, 22, 25, 30}), frozenset({39, 9, 42, 10, 45, 19, 22, 25, 30}), frozenset({39, 9, 42, 10, 19, 21, 22, 25, 30}), frozenset({39, 9, 10, 42, 13, 19, 22, 25, 30})]",6,"[[np.int64(24), 25], [13, 45], [11, 9], [45, 21], [21, 13]]","[[17, 23, 17], [21, 15, 17], [17, 15, 19], [15, 17, 19], [23, 17, 17], [15, 21, 17]]","[{31}, {29}, {16}, {17}, {29}, {31}]"
